payload_kg,distance_km,battery_pct,wind_speed_mps,rain_mm,time_of_day,num_stops,success
3.62,15.86,51.8,10.63,2.01,afternoon,1,0
4.33,16.79,12.2,0.49,4.1,night,1,0
0.98,13.13,91.8,4.44,0.63,afternoon,2,1
4.02,4.65,56.7,13.06,3.36,evening,2,0
2.81,5.55,16.7,0.27,0.02,morning,1,0
2.04,6.37,19.9,8.18,0.55,afternoon,1,0
0.75,2.42,44.5,10.92,1.75,night,1,1
4.34,5.54,94.6,9.33,0.42,morning,2,1
0.87,4.27,72.4,11.41,4.23,night,1,1
1.62,9.16,88.1,10.89,4.32,morning,1,1
1.52,18.18,43.0,10.38,3.78,morning,2,0
4.37,2.18,13.9,12.32,1.21,morning,1,0
3.4,14.43,97.7,9.69,2.62,evening,2,1
4.0,13.78,11.5,6.04,0.92,morning,1,0
1.33,2.01,95.3,7.08,1.41,evening,3,1
3.16,18.46,43.2,10.75,2.58,evening,1,0
2.9,11.41,10.9,13.14,3.68,afternoon,1,0
4.18,7.34,72.0,4.08,0.47,afternoon,3,1
4.54,15.16,98.2,5.13,1.48,afternoon,1,1
0.16,5.22,96.9,13.96,4.63,night,2,1
3.4,13.9,24.5,8.68,2.15,afternoon,1,0
0.35,0.89,26.3,2.68,4.69,morning,1,0
2.79,16.8,60.9,9.96,4.96,afternoon,2,0
1.51,9.02,67.4,14.86,2.63,evening,3,0
1.6,12.77,76.5,12.35,1.44,evening,1,1
1.83,4.5,26.3,11.19,3.95,night,2,0
3.14,13.57,96.3,3.12,0.8,night,2,1
1.74,15.47,67.5,13.14,1.26,morning,1,0
3.69,9.52,86.2,7.89,3.92,afternoon,2,1
2.08,12.39,58.6,13.34,2.17,evening,1,0
0.43,9.18,47.3,4.95,1.01,night,1,0
3.94,17.89,97.9,0.93,3.26,afternoon,1,1
1.5,10.01,62.4,7.14,3.66,afternoon,3,0
2.22,16.85,88.0,4.05,0.63,night,1,1
3.46,16.05,95.8,10.73,1.38,afternoon,2,1
1.73,8.27,70.8,14.36,1.11,afternoon,1,1
0.38,4.68,59.4,10.36,1.9,night,1,1
1.93,8.18,10.3,13.3,3.82,night,2,0
4.73,16.54,13.6,6.8,3.57,morning,2,0
3.24,4.63,28.1,11.57,3.31,afternoon,1,0
3.39,10.54,26.7,12.65,0.03,afternoon,1,0
3.2,16.14,32.9,10.66,0.71,night,3,0
1.08,7.13,37.4,7.62,1.12,night,1,0
2.15,12.88,42.4,9.39,1.36,evening,2,0
3.78,4.99,47.8,10.51,0.73,afternoon,2,0
0.6,2.27,18.9,3.8,2.05,morning,2,0
1.46,15.91,13.8,12.14,0.38,evening,3,0
1.45,2.07,70.7,14.25,3.75,afternoon,2,1
2.22,5.5,58.4,6.98,3.94,evening,1,0
4.9,17.12,50.0,10.52,2.87,evening,1,0
0.43,6.99,67.1,11.06,0.45,afternoon,1,1
2.64,19.46,84.5,9.93,4.45,night,1,0
0.98,19.6,48.5,8.21,4.83,morning,3,0
4.86,5.44,67.7,13.22,1.01,evening,1,0
0.66,0.92,95.8,6.73,3.52,afternoon,2,1
2.08,14.13,85.6,0.92,4.21,evening,2,1
3.72,9.07,48.3,12.67,2.7,evening,2,0
3.55,2.1,68.0,10.11,1.62,morning,2,1
2.17,14.18,25.9,12.74,2.39,morning,2,0
1.8,0.72,60.4,2.08,2.56,morning,1,1
2.05,17.42,98.3,0.46,2.0,morning,2,1
1.39,2.86,56.6,14.02,4.65,evening,1,1
1.11,2.63,93.5,2.22,3.72,morning,3,1
2.47,3.6,46.7,12.14,1.21,afternoon,1,0
1.42,19.21,99.9,12.35,2.93,morning,1,0
1.51,13.89,62.1,10.63,3.44,evening,1,0
3.32,16.05,13.8,1.97,0.7,evening,2,0
4.85,8.01,62.8,10.01,1.79,afternoon,2,0
3.06,6.79,34.7,13.34,4.53,evening,1,0
0.48,4.77,12.9,6.38,2.84,night,1,0
0.47,9.66,83.9,6.2,1.08,morning,1,1
4.76,11.08,34.8,6.64,0.61,evening,1,0
1.56,12.67,81.7,1.23,2.59,afternoon,2,1
0.55,5.22,35.9,13.38,2.74,morning,1,0
3.04,18.98,27.5,13.04,1.67,afternoon,2,0
3.16,3.48,97.7,14.97,3.15,morning,1,1
3.28,19.32,42.5,8.78,0.34,night,3,0
1.41,0.4,64.1,11.27,0.73,morning,1,1
0.17,9.67,64.9,3.04,2.73,morning,2,1
4.83,6.73,60.4,10.01,0.31,afternoon,2,0
1.33,9.04,92.3,9.75,4.4,evening,1,1
3.41,11.46,70.7,13.52,0.71,evening,1,0
3.56,8.77,46.3,12.46,3.37,morning,1,0
3.09,8.36,87.6,14.08,1.96,night,1,1
1.63,14.68,26.3,13.03,2.0,night,1,0
1.43,13.75,59.0,13.03,3.82,afternoon,1,0
3.03,16.68,95.5,0.96,2.5,evening,1,1
4.34,5.07,66.3,12.69,3.63,afternoon,1,0
4.74,12.23,83.5,9.11,2.53,morning,1,0
0.62,11.75,68.8,5.71,2.96,afternoon,1,1
0.86,7.46,85.5,0.85,3.8,morning,1,1
4.73,9.77,95.0,10.17,3.04,night,2,0
3.71,6.34,34.6,4.92,3.08,morning,2,0
4.43,2.92,25.3,7.02,3.95,evening,3,0
1.09,4.35,53.6,10.23,4.75,morning,1,0
2.98,2.2,73.2,13.68,1.88,evening,1,1
3.54,13.69,30.4,12.38,2.89,morning,1,0
3.43,13.25,10.4,6.76,0.43,evening,2,0
2.1,19.02,40.9,5.82,1.79,morning,2,0
0.18,14.62,97.2,3.6,2.06,night,1,1
2.96,1.14,72.5,5.59,4.18,night,2,1
1.34,17.7,46.1,1.67,2.57,evening,2,0
2.31,17.27,27.3,14.57,3.66,morning,3,0
4.79,8.92,42.0,8.61,0.1,morning,1,0
2.06,11.76,25.3,1.92,2.32,night,1,0
4.22,19.52,19.6,5.29,4.51,morning,1,0
1.02,10.69,91.6,8.21,1.12,morning,1,1
3.4,18.12,99.8,7.99,0.16,afternoon,3,1
4.89,1.75,24.8,0.53,2.17,morning,1,0
0.6,3.9,14.9,14.26,3.52,morning,2,0
0.14,8.87,39.7,4.13,2.27,evening,1,0
2.22,11.74,51.5,0.24,2.3,afternoon,1,0
0.55,16.34,28.4,1.15,3.35,morning,1,0
3.77,19.77,37.1,8.7,1.27,afternoon,1,0
4.58,7.84,28.1,2.07,3.76,afternoon,2,0
2.23,1.04,79.7,0.63,0.77,evening,3,1
1.37,16.04,74.1,5.69,1.98,morning,2,1
2.23,12.13,67.1,9.34,3.28,evening,2,0
3.64,4.05,44.8,1.68,4.14,afternoon,1,0
0.14,9.95,91.8,4.7,3.96,afternoon,2,1
2.99,14.87,97.3,6.27,3.61,morning,1,1
3.11,15.43,25.6,2.39,1.8,morning,3,0
3.22,10.04,30.1,7.59,0.61,night,2,0
1.29,6.17,57.3,1.28,1.08,afternoon,1,1
3.6,19.48,18.2,0.7,4.32,evening,1,0
0.55,13.3,49.3,7.8,4.29,night,3,0
1.08,8.22,62.4,3.72,4.76,evening,1,1
4.4,5.68,57.0,1.43,0.38,afternoon,1,0
3.72,14.65,39.8,6.36,2.68,morning,1,0
0.17,4.92,58.8,13.73,3.24,night,2,0
1.32,3.52,96.3,10.86,3.55,evening,1,1
1.15,10.64,28.5,12.23,3.22,evening,2,0
1.43,5.87,68.9,13.08,3.85,afternoon,3,1
1.31,12.62,13.9,14.59,1.8,night,3,0
0.41,2.45,16.0,11.45,0.9,evening,1,0
2.35,13.13,59.7,9.13,1.02,morning,2,0
3.69,5.74,19.4,5.48,0.06,evening,1,0
3.07,0.1,12.0,2.72,1.75,afternoon,2,0
3.4,2.63,25.4,10.3,0.46,morning,2,0
0.5,18.68,60.8,14.92,1.61,night,2,0
4.76,17.36,73.3,7.01,3.14,morning,3,0
4.21,4.75,28.2,10.86,4.47,afternoon,2,0
4.04,15.59,70.1,7.43,4.2,afternoon,1,0
4.13,12.21,26.4,6.48,1.26,afternoon,2,0
4.67,19.42,65.2,6.15,0.67,afternoon,1,0
2.77,7.53,47.1,7.57,0.97,night,1,0
1.08,13.66,68.8,5.5,4.85,afternoon,1,1
3.12,1.36,99.6,11.23,2.75,morning,3,1
3.74,7.99,94.4,13.11,0.91,evening,1,1
3.72,19.28,10.4,13.24,4.2,morning,2,0
2.66,10.83,89.7,3.42,1.98,morning,2,1
0.44,5.83,16.0,13.44,4.5,morning,2,0
1.92,2.49,95.8,5.12,1.3,morning,2,1
4.61,14.1,35.4,4.64,1.97,afternoon,1,0
2.96,12.93,44.4,10.9,2.52,afternoon,2,0
2.74,7.54,18.2,4.57,4.46,morning,2,0
1.42,19.02,20.1,0.79,4.34,evening,2,0
1.91,0.54,75.4,5.6,2.87,morning,1,1
4.49,6.14,95.0,10.82,1.11,night,1,1
3.37,18.43,65.0,4.9,2.02,evening,3,0
3.96,6.49,74.4,9.44,4.88,morning,1,0
2.33,5.12,78.6,9.9,3.04,night,1,1
3.19,10.73,33.7,11.01,3.91,afternoon,1,0
1.32,16.49,14.1,13.46,2.25,afternoon,1,0
3.56,2.15,10.2,6.49,2.66,morning,1,0
2.2,18.87,41.6,2.5,2.14,evening,2,0
2.27,15.92,31.7,4.78,3.51,afternoon,3,0
3.28,3.71,15.6,6.48,4.26,morning,1,0
4.69,14.27,26.2,10.71,2.54,morning,1,0
0.41,7.76,21.2,0.2,2.4,evening,2,0
4.14,8.11,92.3,4.74,1.7,morning,1,1
1.53,15.69,22.6,11.7,0.89,morning,3,0
2.28,19.26,58.4,10.06,4.7,afternoon,1,0
0.21,2.62,63.4,10.98,1.58,night,1,1
1.58,8.47,58.9,12.18,4.0,morning,2,0
2.56,9.67,18.9,11.75,3.58,morning,2,0
0.38,7.59,38.7,10.23,3.95,night,2,0
2.51,7.33,14.6,6.59,4.68,morning,1,0
4.64,1.14,45.6,14.75,3.12,evening,1,0
0.62,13.74,27.0,8.54,4.49,night,3,0
3.85,8.78,60.5,3.04,0.84,night,2,0
2.11,3.98,72.4,4.39,3.13,morning,1,1
3.31,16.34,57.9,10.4,3.86,afternoon,2,0
1.38,16.07,49.1,13.87,1.36,morning,2,0
0.88,9.78,44.9,2.68,3.7,night,2,0
0.89,6.04,85.8,1.24,3.89,night,1,1
0.45,12.8,29.7,13.22,4.16,morning,2,0
1.01,5.83,76.1,13.73,1.56,evening,1,1
3.35,4.8,78.2,4.15,3.41,night,2,1
4.42,14.64,47.7,5.66,1.52,morning,1,0
4.09,0.9,36.8,9.9,3.7,morning,2,0
3.46,1.99,52.3,4.95,2.31,morning,1,1
0.64,0.24,18.4,13.16,2.99,afternoon,1,0
1.52,3.14,14.1,1.61,2.08,night,1,0
1.62,1.47,20.0,0.57,0.81,night,1,0
1.32,19.92,26.8,3.13,0.89,morning,1,0
2.62,5.85,55.4,4.29,0.39,morning,1,1
2.72,3.07,86.4,1.69,3.09,afternoon,3,1
1.85,4.9,31.2,0.99,4.24,evening,2,0
1.83,18.73,94.2,11.33,0.1,evening,2,1
4.16,10.45,95.9,2.46,0.33,afternoon,1,1
3.97,7.36,96.3,13.71,2.29,evening,1,1
1.61,17.48,85.4,5.52,3.69,morning,1,1
4.58,7.96,42.7,10.06,0.79,afternoon,2,0
4.77,6.77,16.5,3.38,1.36,night,1,0
1.7,4.22,61.2,3.6,1.16,morning,2,1
1.84,7.62,60.3,8.62,2.0,afternoon,1,0
2.58,6.4,86.5,8.41,1.12,morning,3,1
4.71,13.58,99.6,11.53,1.76,afternoon,1,1
4.39,5.86,55.7,11.37,3.64,evening,1,0
0.6,11.59,41.1,10.06,3.06,evening,2,0
2.02,1.41,26.7,6.74,0.41,night,3,0
2.81,3.91,10.4,13.36,3.19,afternoon,2,0
2.57,8.21,55.8,9.34,2.39,afternoon,1,0
1.05,18.75,60.0,14.85,4.67,morning,2,0
4.31,7.61,84.2,12.29,1.45,evening,3,1
3.42,13.32,55.4,0.66,3.63,morning,1,0
4.21,5.18,92.5,4.81,3.65,night,1,1
4.31,2.63,66.5,8.58,1.11,morning,2,0
3.77,1.26,85.6,10.82,4.52,morning,3,1
2.25,6.18,23.3,8.26,2.46,morning,2,0
3.09,3.24,87.0,11.79,3.39,night,3,1
0.89,3.56,70.8,4.24,0.73,afternoon,1,1
3.4,15.24,25.3,2.76,1.29,morning,2,0
0.98,0.42,27.1,0.81,2.93,morning,2,0
3.5,11.2,93.4,8.6,1.6,afternoon,2,1
1.23,7.65,12.9,10.33,2.5,morning,2,0
0.68,10.18,51.6,4.89,1.87,afternoon,3,1
0.91,11.3,38.2,9.2,3.2,morning,1,0
0.11,6.34,69.9,0.78,2.44,afternoon,1,1
3.62,5.97,85.6,1.49,0.02,morning,1,1
3.69,14.69,42.4,10.53,3.25,afternoon,2,0
2.62,17.44,48.4,5.52,2.11,evening,1,0
0.89,3.93,98.4,10.07,1.71,morning,2,1
0.51,2.04,80.6,12.48,0.47,afternoon,1,1
0.19,17.97,90.7,12.79,1.1,afternoon,1,1
0.91,7.06,49.5,2.58,1.12,morning,2,1
4.47,11.07,31.1,7.29,4.68,evening,2,0
1.28,7.25,47.1,11.01,2.16,evening,1,0
1.84,2.6,74.4,11.61,0.21,evening,2,1
0.62,11.83,19.8,11.77,0.69,morning,1,0
1.19,10.55,34.3,3.42,0.4,morning,1,0
2.64,4.14,14.2,2.89,2.94,morning,1,0
3.08,9.09,48.9,8.85,0.93,afternoon,2,0
1.3,15.96,84.5,11.12,2.49,afternoon,1,1
0.38,11.85,12.2,4.79,1.85,afternoon,3,0
2.02,2.03,70.8,1.57,4.02,evening,2,1
1.25,11.01,93.9,10.75,1.6,morning,1,1
1.18,14.08,31.3,4.5,2.29,night,1,0
4.8,15.87,72.4,2.5,3.61,morning,1,0
3.12,12.62,97.8,2.22,2.17,evening,2,1
2.83,3.14,96.6,4.72,3.97,afternoon,2,1
2.14,14.23,31.1,8.89,3.31,night,2,0
2.2,13.58,19.0,5.38,2.05,morning,1,0
2.75,0.59,23.3,0.31,2.52,afternoon,1,0
3.51,8.29,73.2,1.45,4.84,afternoon,1,1
3.54,6.73,75.3,4.36,3.31,night,1,1
0.94,13.42,70.7,9.9,4.52,night,1,0
2.55,4.4,40.2,1.48,0.89,morning,3,0
2.12,11.86,25.3,8.41,2.42,evening,2,0
4.37,18.27,62.3,1.8,4.54,afternoon,2,0
3.19,15.98,53.5,3.17,1.61,morning,1,0
2.71,18.44,75.6,2.58,4.84,morning,1,0
0.67,19.57,49.7,1.01,0.49,night,1,0
3.07,0.31,40.5,10.07,4.51,afternoon,1,0
0.67,12.49,36.4,6.95,2.23,morning,2,0
1.75,8.32,29.0,12.47,0.37,morning,1,0
0.8,17.21,33.9,1.48,4.4,morning,3,0
3.49,5.11,18.5,2.17,1.26,afternoon,3,0
1.11,19.62,41.2,4.6,0.11,afternoon,1,0
2.02,12.31,13.3,11.49,0.68,afternoon,2,0
4.49,15.89,26.8,4.59,3.3,morning,2,0
1.1,1.8,77.2,6.13,4.89,afternoon,1,1
2.59,3.75,39.3,4.52,0.56,morning,3,0
2.15,15.19,70.1,1.2,2.31,night,1,0
0.19,0.54,74.5,14.09,0.9,morning,2,1
3.98,16.36,62.3,8.23,3.73,evening,1,0
0.44,0.38,96.3,11.82,0.59,afternoon,1,1
2.42,13.18,11.9,9.88,1.2,afternoon,1,0
2.85,7.37,76.5,7.71,0.98,morning,3,1
3.18,12.27,96.3,1.35,2.76,evening,1,1
3.47,13.95,87.6,9.64,4.37,night,1,0
1.34,6.92,25.1,2.33,2.56,morning,1,0
0.15,2.25,39.4,6.22,0.29,morning,1,0
3.64,1.49,25.5,9.44,2.82,evening,2,0
2.72,11.82,64.1,11.73,3.99,morning,2,0
4.2,10.46,74.1,10.28,0.66,evening,3,0
4.12,14.87,38.5,10.07,0.36,morning,2,0
4.23,10.24,58.6,2.24,0.94,evening,3,0
2.48,8.51,72.2,5.19,3.73,afternoon,2,1
1.73,8.02,47.9,0.64,2.96,morning,3,0
3.98,0.63,86.9,10.79,2.7,evening,1,1
2.31,6.78,79.4,14.29,1.25,afternoon,1,1
1.0,19.52,15.8,3.96,1.66,morning,3,0
4.29,17.48,65.9,1.32,4.83,afternoon,2,0
4.42,6.65,31.2,7.13,1.2,afternoon,3,0
2.38,11.8,60.2,12.85,4.51,morning,1,0
0.47,16.96,96.1,8.28,2.9,night,3,1
2.0,8.88,89.1,0.7,0.62,evening,2,1
4.04,0.46,46.4,14.61,2.34,morning,1,0
4.52,1.58,36.2,12.43,4.74,night,1,0
1.1,10.26,31.1,1.97,2.09,afternoon,1,0
0.43,19.39,57.9,13.83,4.32,evening,3,0
4.4,13.89,20.3,6.76,1.28,morning,2,0
2.01,1.51,59.4,5.58,2.85,evening,3,1
2.75,3.87,10.1,6.92,4.22,evening,1,0
4.84,15.45,39.1,12.52,4.6,evening,3,0
0.43,16.84,29.8,9.89,2.43,morning,1,0
3.28,12.39,97.4,0.89,3.2,morning,1,1
0.46,12.92,75.5,14.36,0.01,afternoon,1,1
1.94,0.66,41.5,2.22,1.27,morning,3,1
4.04,16.59,18.4,11.18,1.39,afternoon,1,0
2.22,15.79,56.5,9.54,0.47,evening,1,0
4.99,5.25,29.2,2.81,1.4,night,1,0
2.84,14.2,58.3,2.56,1.61,afternoon,1,0
1.67,4.38,85.2,13.05,4.84,morning,3,1
1.18,0.9,65.4,6.3,3.34,night,2,1
1.82,4.1,67.0,9.82,2.13,night,2,1
1.93,3.65,58.7,7.56,4.94,afternoon,3,1
0.44,6.82,93.5,10.91,0.77,morning,2,1
1.91,8.43,93.9,7.19,2.38,evening,2,1
2.37,10.22,56.1,4.31,3.24,evening,1,0
3.64,9.59,37.5,5.45,0.28,morning,3,0
3.32,5.49,51.4,12.89,3.58,evening,1,0
3.57,0.68,26.8,7.02,0.5,evening,2,0
0.14,12.14,67.3,3.2,0.7,afternoon,2,1
1.17,7.98,55.0,14.02,0.8,evening,1,1
3.34,6.04,19.3,11.95,4.64,afternoon,1,0
2.47,17.35,27.8,0.83,3.42,evening,1,0
0.13,14.96,53.2,14.98,3.28,afternoon,1,0
4.04,17.17,89.9,10.42,2.78,morning,2,0
3.89,9.95,61.0,2.4,1.46,evening,3,0
2.79,2.71,71.3,3.56,3.1,evening,2,1
0.43,13.95,40.5,10.39,2.05,night,2,0
3.86,4.2,61.4,11.7,0.73,afternoon,1,0
2.96,8.88,50.3,3.59,3.45,morning,1,0
3.93,1.39,69.3,3.85,0.65,night,2,1
3.78,16.52,14.6,4.61,0.95,evening,3,0
4.03,2.61,54.4,8.97,4.09,night,3,0
2.64,18.07,36.6,2.58,3.3,morning,1,0
0.79,17.3,39.4,1.56,3.15,afternoon,2,0
3.39,9.35,96.5,10.18,2.09,morning,2,1
3.14,14.91,26.4,11.69,1.98,night,2,0
3.74,12.43,38.0,7.51,3.45,night,2,0
0.93,16.08,55.9,5.46,3.7,afternoon,2,0
1.06,8.69,87.7,6.48,2.55,morning,1,1
4.46,15.74,47.5,5.83,4.85,morning,3,0
3.77,9.3,76.9,14.4,4.78,evening,1,0
4.55,18.83,87.1,11.52,2.06,afternoon,1,0
3.82,9.78,37.9,3.12,4.1,evening,3,0
3.03,9.31,45.3,5.76,2.72,afternoon,1,0
3.31,15.72,42.1,8.16,2.56,afternoon,1,0
4.46,16.45,85.0,9.19,0.27,morning,1,0
2.94,11.13,14.0,7.02,2.87,evening,2,0
3.2,3.68,37.8,12.15,4.5,afternoon,1,0
0.87,9.41,71.1,11.51,3.9,night,1,1
2.42,19.36,60.9,7.58,3.93,evening,1,0
3.61,15.08,49.3,12.82,0.8,afternoon,2,0
1.43,16.24,58.6,11.27,1.79,morning,1,0
1.09,0.75,27.8,11.68,1.17,night,2,0
1.64,9.41,48.8,14.35,1.58,morning,1,0
1.28,12.97,55.2,4.0,2.9,afternoon,2,0
1.15,16.62,91.1,4.01,1.82,night,1,1
2.18,1.08,33.5,13.33,2.8,evening,2,0
4.55,17.06,88.1,11.58,2.19,afternoon,2,0
2.58,11.01,68.0,13.9,1.43,morning,1,0
1.02,4.03,11.8,0.95,0.48,night,2,0
0.48,6.41,75.2,9.42,4.46,morning,3,1
3.51,5.71,13.2,2.17,0.06,morning,1,0
1.98,10.66,99.8,7.56,0.01,morning,2,1
4.13,1.13,88.5,2.34,4.13,morning,2,1
3.33,3.25,36.8,1.92,4.98,night,1,0
4.0,16.27,33.2,0.18,3.64,evening,1,0
1.43,2.74,44.3,9.45,0.08,evening,3,0
3.49,4.74,42.1,5.39,1.13,night,2,0
1.39,9.12,43.5,1.58,4.86,morning,3,0
4.7,10.39,38.6,4.84,4.04,morning,2,0
3.22,15.3,65.9,2.53,2.83,evening,1,0
1.69,9.0,24.8,14.13,1.18,afternoon,1,0
1.42,15.82,86.1,4.8,0.07,afternoon,2,1
1.04,12.41,83.1,5.01,0.1,morning,2,1
3.5,2.35,52.9,12.6,3.06,afternoon,1,0
1.17,3.21,86.7,9.72,0.11,morning,2,1
3.02,8.8,32.2,10.65,4.97,morning,2,0
1.4,8.0,11.6,9.54,0.92,morning,2,0
3.34,14.9,65.7,14.19,3.55,afternoon,1,0
4.09,11.66,51.2,3.11,0.78,afternoon,1,0
3.91,7.82,61.0,14.84,2.7,afternoon,3,0
3.83,3.5,90.9,12.46,0.4,night,3,1
1.02,4.61,97.3,8.83,3.83,night,1,1
0.53,11.55,67.1,9.94,2.92,evening,2,1
3.52,8.53,78.8,9.73,0.43,night,1,1
1.9,10.35,17.5,0.88,4.24,night,1,0
2.22,3.5,24.5,3.27,2.74,afternoon,1,0
0.25,13.29,76.0,14.42,4.61,afternoon,1,1
1.37,17.07,48.8,8.02,4.58,night,3,0
0.27,5.23,50.1,5.68,4.6,evening,2,0
4.41,9.88,37.8,11.43,0.39,morning,1,0
1.29,19.51,64.7,7.87,0.6,evening,2,0
2.83,6.73,26.7,0.2,4.94,morning,2,0
0.29,11.94,66.4,11.04,2.44,afternoon,1,1
3.37,1.89,25.6,10.98,1.19,morning,2,0
1.68,12.16,15.7,2.48,3.85,morning,2,0
4.5,1.88,39.7,14.35,1.32,morning,2,0
4.45,19.19,30.8,3.36,3.64,night,2,0
1.69,14.34,90.0,6.87,4.19,morning,1,1
4.51,15.78,14.9,1.72,3.92,morning,1,0
4.98,14.11,25.9,9.05,1.37,morning,2,0
4.14,11.84,59.4,5.63,2.01,evening,3,0
4.24,9.05,53.3,5.3,2.07,night,1,0
1.32,17.18,14.1,12.4,2.46,morning,1,0
2.93,19.14,10.7,0.14,0.84,morning,3,0
0.43,10.03,98.9,11.97,2.26,afternoon,1,1
0.57,18.64,69.3,8.57,2.55,evening,1,0
4.99,11.71,42.9,14.79,2.66,morning,1,0
1.7,10.81,52.3,8.84,4.1,afternoon,1,0
3.77,9.14,34.0,0.83,2.59,afternoon,1,0
4.05,4.26,41.0,0.76,1.15,afternoon,2,0
4.3,0.17,68.4,13.25,3.32,night,1,0
4.99,4.91,89.5,12.62,3.99,morning,3,1
1.28,10.24,26.6,5.19,1.6,morning,3,0
0.3,7.66,85.6,9.27,3.23,night,3,1
2.11,9.02,20.9,7.34,0.73,night,3,0
0.74,19.61,29.3,14.51,1.71,morning,2,0
0.21,7.07,13.3,14.25,4.55,night,1,0
1.87,9.1,22.7,14.76,4.56,evening,1,0
3.94,2.76,92.6,13.0,2.88,morning,1,1
2.87,1.05,51.3,13.64,3.51,afternoon,1,0
1.63,15.53,17.0,3.26,4.27,morning,2,0
3.31,11.46,96.4,12.47,4.79,morning,3,1
1.24,15.24,89.1,10.63,2.45,morning,1,1
0.17,3.08,77.9,14.44,2.81,evening,2,1
3.85,11.48,94.0,8.57,2.08,night,2,1
3.16,5.15,29.8,1.28,0.36,afternoon,1,0
3.84,4.64,85.3,8.96,2.11,afternoon,3,1
0.29,0.33,72.1,10.3,3.95,afternoon,2,1
4.2,2.69,88.3,3.3,4.02,evening,1,1
3.14,6.25,81.7,5.91,4.46,evening,3,1
2.86,2.43,41.2,8.98,0.26,afternoon,2,0
3.16,19.72,79.7,5.61,2.64,evening,1,0
4.34,6.24,33.6,5.62,0.54,afternoon,2,0
2.98,2.69,39.6,2.0,1.0,evening,2,0
2.95,4.06,19.7,14.11,4.5,morning,1,0
4.95,11.8,94.2,11.26,2.48,morning,3,0
3.81,1.37,36.2,0.02,3.79,afternoon,3,0
2.27,17.26,56.9,11.48,0.32,night,2,0
3.57,19.23,45.2,11.1,2.08,evening,2,0
2.01,5.01,96.4,0.15,3.37,night,3,1
1.22,9.06,40.2,5.54,0.67,morning,1,0
3.02,0.54,80.1,9.1,1.63,afternoon,3,1
4.65,12.85,87.0,6.79,0.32,afternoon,2,0
4.65,8.34,49.2,11.67,3.26,evening,1,0
1.78,5.47,44.0,6.38,4.85,night,2,0
2.69,4.22,77.3,2.31,4.14,night,2,1
1.14,13.12,92.2,14.65,4.87,evening,1,1
4.98,8.38,77.9,3.63,4.23,evening,2,0
4.91,3.68,30.4,10.77,4.28,night,2,0
3.28,13.81,89.9,2.15,2.89,afternoon,2,1
4.04,11.34,44.9,4.94,2.59,night,1,0
3.6,17.19,61.9,6.63,2.03,night,2,0
3.01,2.44,84.8,2.88,4.09,afternoon,2,1
0.36,15.73,27.0,6.75,0.91,evening,3,0
2.33,13.5,80.6,2.36,0.28,afternoon,3,1
3.41,2.39,63.7,8.39,4.74,morning,3,0
3.42,13.93,90.4,9.96,0.02,evening,1,0
1.93,8.89,25.5,0.94,4.88,morning,2,0
4.71,18.91,47.9,13.07,3.64,afternoon,1,0
0.92,2.92,85.0,2.78,1.64,night,1,1
2.55,12.89,11.7,3.38,3.49,morning,1,0
3.49,7.7,20.1,9.92,4.09,morning,3,0
3.52,19.14,99.2,7.03,1.23,evening,1,1
3.28,6.67,35.2,7.49,3.85,afternoon,1,0
1.45,19.25,97.8,1.92,4.02,afternoon,1,1
0.87,18.04,26.4,12.09,1.25,afternoon,2,0
3.22,5.48,42.5,9.26,0.21,morning,3,0
3.04,16.09,77.8,2.03,1.02,morning,1,1
0.98,19.91,69.2,5.61,1.0,night,2,0
3.56,5.13,62.3,12.16,0.33,morning,1,1
2.33,8.79,57.7,8.53,3.63,afternoon,1,0
3.37,10.45,85.9,1.63,1.9,night,1,1
4.2,5.97,31.1,5.59,4.42,night,1,0
0.93,0.4,49.8,3.64,1.26,morning,2,1
0.19,4.48,24.0,7.76,2.27,afternoon,1,0
3.92,5.71,63.6,12.65,3.2,evening,2,0
3.09,8.93,32.5,6.54,4.39,evening,3,0
3.53,3.5,40.0,6.5,2.62,evening,1,0
4.21,17.48,52.4,13.58,1.87,afternoon,1,0
4.03,14.13,12.4,8.64,4.34,morning,2,0
4.81,1.8,18.3,8.49,1.55,afternoon,1,0
2.73,13.04,71.7,3.93,0.4,evening,1,1
2.49,13.11,48.6,9.12,2.23,evening,1,0
2.07,19.13,87.8,8.64,3.93,morning,3,0
0.85,0.16,72.5,5.95,0.15,morning,2,1
2.91,5.03,10.7,14.86,2.93,night,1,0
1.46,18.56,65.5,13.23,2.97,morning,1,0
4.61,18.65,18.4,11.24,4.64,morning,1,0
2.96,14.44,80.3,8.06,1.43,evening,1,1
3.0,15.34,99.2,6.93,1.39,afternoon,1,1
1.84,1.92,57.8,2.77,2.2,morning,2,1
0.35,10.33,71.5,4.59,1.78,afternoon,1,1
0.26,4.71,31.4,11.61,3.68,evening,1,0
2.17,3.71,49.4,6.81,3.21,afternoon,1,0
0.51,16.23,87.0,13.23,3.79,night,1,1
3.07,2.79,25.1,2.22,4.1,morning,3,0
4.42,9.43,33.9,7.63,4.61,evening,1,0
4.43,18.78,50.1,9.7,2.15,morning,1,0
3.33,3.8,74.1,7.75,4.92,afternoon,1,1
1.14,19.56,43.8,13.34,1.08,evening,1,0
4.33,19.89,93.5,14.84,3.57,morning,3,0
4.44,11.16,18.5,1.74,2.67,evening,1,0
